ID,Image,Name,Nickname,Game,Archetype,Position,Element,Team,Power,Control,Technique,Pressure,Physical,Agility,Intelligence,Total,Age group,School year,Gender,Role
4046.0,https://dxi4wb638ujep.cloudfront.net/1/k/-/u/-ukxrro5bqc.png,Katie Forester,Katie,Inazuma Eleven GO Galaxy: Big Bang / Supernova,Justicia,MF,Forest,Unaffiliated,144,155,151,126,126,116,138,956,Elementary,-,Female,Player
4047.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/w/swel73jmr2c.png,Sonny Wright,Sonny,Inazuma Eleven Ares,Afinidad,FW,Fire,Raimon,159,156,142,127,123,119,140,966,Middle School,Grade 8,Male,Player
4048.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/5/m5nqoq8uews.png,Basile Hardy,Hardy,Inazuma Eleven Ares,Justicia,FW,Fire,Raimon,158,155,140,126,121,116,138,954,Middle School,Grade 8,Male,Player
4049.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/r/9rwxfvauzle.png,Adriano Donati,Donati,Inazuma Eleven Ares,Contraataque,FW,Fire,Raimon,158,155,140,126,121,116,138,954,Middle School,Grade 9,Male,Player
4050.0,https://dxi4wb638ujep.cloudfront.net/1/k/_/w/_wrtrmi42je.png,Sandra Fischer,Fischer,Inazuma Eleven Ares,Justicia,GK,Wind,Raimon,121,133,124,138,145,148,131,940,Middle School,Grade 8,Female,Player
4051.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/y/oygmgzucbqs.png,Kiko Calavento,Kiko,Inazuma Eleven Ares,Contraataque,DF,Forest,Raimon,117,121,119,145,149,124,166,941,Middle School,Grade 8,Male,Player
4052.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/3/u3d5vubkuwc.png,César Montalbán,César,Inazuma Eleven Ares,Contraataque,MF,Mountain,Raimon,144,155,151,126,126,116,138,956,Middle School,Grade 8,Male,Player
4053.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/f/ffyy4r9wdd0.png,Maxime Dassier,Maxime,Inazuma Eleven Ares,Tensión,MF,Forest,Raimon,138,159,159,119,117,117,144,953,Middle School,Grade 9,Male,Player
4054.0,https://dxi4wb638ujep.cloudfront.net/1/k/r/1/r1najc-sk8c.png,Trevor Cook,Cook,Inazuma Eleven Ares,Tensión,DF,Wind,Raimon,121,127,128,138,145,124,156,939,Middle School,Grade 8,Male,Player
4055.0,https://dxi4wb638ujep.cloudfront.net/1/k/a/d/ad8hkjyojp0.png,Cliff Parker,Golem,Inazuma Eleven Ares,Contraataque,DF,Mountain,Raimon,121,127,128,138,145,124,156,939,Middle School,Grade 8,Male,Player
4056.0,https://dxi4wb638ujep.cloudfront.net/1/k/0/1/01ns-irhoju.png,Valentin Eisner,Eisner,Inazuma Eleven Ares,Brecha,MF,Wind,Raimon,144,155,151,126,126,116,138,956,Middle School,Grade 8,Male,Player
4057.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/d/fdwntd3bfq8.png,Nino Nango,Nino,Inazuma Eleven Ares,Tensión,MF,Forest,Raimon,138,159,159,119,117,117,144,953,Middle School,Grade 8,Male,Player
4058.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/x/vxsjctiezes.png,Mister Yi,Mister Yi,Inazuma Eleven Ares,Contraataque,FW,Wind,Raimon,165,156,142,116,113,113,124,929,Adult,-,Male,Manager
4059.0,https://dxi4wb638ujep.cloudfront.net/1/k/t/l/tljfqmotmw0.png,Li Kobun,Kobun,Inazuma Eleven Ares,Brecha,MF,Wind,Raimon,140,152,147,121,123,113,135,931,Exobeing,-,Male,Coordinator
4060.0,https://dxi4wb638ujep.cloudfront.net/1/k/e/_/e_joxsu-03e.png,Dean Rush,Dean,Inazuma Eleven Ares,Contraataque,MF,Fire,Raimon,140,152,147,121,123,113,135,931,Adult,-,Male,Coach
4061.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/4/p4x8po9mskc.png,Regina Mulgrave,Regina,Inazuma Eleven Ares,Juego Sucio,GK,Fire,Raimon,117,128,120,135,141,145,128,914,Middle School,Grade 8,Female,Coordinator
4062.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/4/v4l67gewydu.png,Aurelia Dingle,Aurelia,Inazuma Eleven Ares,Juego Sucio,MF,Forest,Raimon,138,159,159,119,117,117,144,953,Middle School,Grade 8,Female,Coordinator
4063.0,https://dxi4wb638ujep.cloudfront.net/1/k/z/q/zqth4tmtm6k.png,Mickey Way,Mickey,Inazuma Eleven Ares,Brecha,GK,Forest,Polestar Academy,120,131,123,137,144,147,130,932,Middle School,Grade 8,Male,Player
4064.0,https://dxi4wb638ujep.cloudfront.net/1/k/c/c/cccavsaxljm.png,Larry Lyre,Larry,Inazuma Eleven Ares,Brecha,DF,Fire,Polestar Academy,121,126,128,138,144,124,156,937,Middle School,Grade 8,Male,Player
4065.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/q/sqhnptjeqls.png,Cygnus Starkey,Starkey,Inazuma Eleven Ares,Contraataque,DF,Forest,Polestar Academy,121,126,128,138,144,124,156,937,Middle School,Grade 8,Male,Player
4066.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/c/dc2sisvkhwe.png,Ari Zimmerman,Ari,Inazuma Eleven Ares,Brecha,DF,Mountain,Polestar Academy,121,126,128,138,144,124,156,937,Middle School,Grade 8,Male,Player
4067.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/o/poj0tfsggps.png,Acker Reese,Reese,Inazuma Eleven Ares,Contraataque,DF,Wind,Polestar Academy,121,127,128,138,145,124,156,939,Middle School,Grade 8,Male,Player
4068.0,https://dxi4wb638ujep.cloudfront.net/1/k/y/a/ya4v-gk8nae.png,Jimmy Nigh,Jimmy,Inazuma Eleven Ares,Brecha,MF,Wind,Polestar Academy,135,158,159,119,113,113,141,938,Middle School,Grade 8,Male,Player
4069.0,https://dxi4wb638ujep.cloudfront.net/1/k/4/v/4vbgt9_0460.png,Caesar Pike,Pike,Inazuma Eleven Ares,Tensión,MF,Mountain,Polestar Academy,135,158,159,119,113,113,141,938,Middle School,Grade 8,Male,Player
4070.0,https://dxi4wb638ujep.cloudfront.net/1/k/j/h/jhqbaczovjc.png,Oliver Golightly,Oliver,Inazuma Eleven Ares,Juego Sucio,MF,Wind,Polestar Academy,141,152,149,123,124,113,135,937,Middle School,Grade 8,Male,Player
4071.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/m/lmtdubliqpc.png,Oscar Pio,Oscar,Inazuma Eleven Ares,Juego Sucio,MF,Fire,Polestar Academy,141,152,149,123,124,113,135,937,Middle School,Grade 8,Male,Player
4072.0,https://dxi4wb638ujep.cloudfront.net/1/k/6/o/6oc8dkty980.png,Eddy O'Ryan,Eddy,Inazuma Eleven Ares,Justicia,MF,Fire,Polestar Academy,135,158,159,119,113,113,141,938,Middle School,Grade 8,Male,Player
4073.0,https://dxi4wb638ujep.cloudfront.net/1/k/a/h/ah_jq5yqice.png,Elliot Ember,Ember,Inazuma Eleven Ares,Juego Sucio,FW,Forest,Polestar Academy,159,156,142,127,123,119,140,966,Middle School,Grade 7,Male,Player
4074.0,https://dxi4wb638ujep.cloudfront.net/1/k/t/f/tfourotltau.png,Jude Sharp,Jude,Inazuma Eleven Ares,Contraataque,MF,Wind,Polestar Academy,145,156,152,127,128,119,140,967,Middle School,Grade 9,Male,Player
4075.0,https://dxi4wb638ujep.cloudfront.net/1/k/i/t/it_1gx1f-p8.png,Holt Northam,Holt,Inazuma Eleven Ares,Brecha,DF,Forest,Polestar Academy,121,126,128,138,144,124,156,937,Middle School,Grade 8,Male,Player
4076.0,https://dxi4wb638ujep.cloudfront.net/1/k/g/m/gm4poonz7v8.png,Braveon Halvors,Braveon,Inazuma Eleven Ares,Justicia,FW,Mountain,Polestar Academy,166,158,142,119,113,113,126,937,Middle School,Grade 7,Male,Player
4077.0,https://dxi4wb638ujep.cloudfront.net/1/k/r/k/rkjifxbjwcu.png,Konrad Hardin,Konrad,Inazuma Eleven Ares,Tensión,GK,Fire,Polestar Academy,119,130,123,133,144,152,131,932,Middle School,Grade 8,Male,Player
4078.0,https://dxi4wb638ujep.cloudfront.net/1/k/x/l/xlq9wk0bj8k.png,Aren Yarrow,Aren,Inazuma Eleven Ares,Afinidad,MF,Wind,Polestar Academy,135,158,159,119,113,113,141,938,Middle School,Grade 7,Male,Player
4079.0,https://dxi4wb638ujep.cloudfront.net/1/k/1/v/1v2c3fcvfxk.png,Percival Travis,Percival,Inazuma Eleven Ares,Justicia,MF,Forest,Polestar Academy,138,159,159,119,117,117,144,953,Adult,-,Male,Manager
4080.0,https://dxi4wb638ujep.cloudfront.net/1/k/e/9/e9h9agkvykm.png,Dominic Hewitt,Dominic,Inazuma Eleven Ares,Tensión,FW,Mountain,Polestar Academy,165,156,142,116,113,113,124,929,Adult,-,Male,Coach
4081.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/2/n2btgc5uc7k.png,Celia Hills,Celia,Inazuma Eleven Ares,Tensión,MF,Wind,Polestar Academy,140,161,162,123,119,119,145,969,Middle School,Grade 8,Female,Coordinator
4082.0,https://dxi4wb638ujep.cloudfront.net/1/k/g/r/graq5qx3ije.png,Duske Grayling,Duske,Inazuma Eleven Ares,Juego Sucio,GK,Forest,Lunar Prime Academy,126,135,127,137,147,155,135,962,Middle School,Grade 8,Male,Player
4083.0,https://dxi4wb638ujep.cloudfront.net/1/k/3/5/35rluvxnp6s.png,Solomon Owle,Owle,Inazuma Eleven Ares,Tensión,DF,Wind,Lunar Prime Academy,114,121,119,142,149,124,166,935,Middle School,Grade 7,Male,Player
4084.0,https://dxi4wb638ujep.cloudfront.net/1/k/e/w/ewd2xzfbnpe.png,Oleander Meadows,Meadows,Inazuma Eleven Ares,Juego Sucio,DF,Mountain,Lunar Prime Academy,121,126,128,138,144,124,156,937,Middle School,Grade 7,Male,Player
4085.0,https://dxi4wb638ujep.cloudfront.net/1/k/-/d/-dawvi64u88.png,Piers Thornton,Piers,Inazuma Eleven Ares,Contraataque,DF,Fire,Lunar Prime Academy,114,121,119,142,149,124,166,935,Middle School,Grade 8,Male,Player
4086.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/1/p1r3cdcc5pu.png,Bud Bloome,Bud,Inazuma Eleven Ares,Justicia,DF,Forest,Lunar Prime Academy,114,121,119,142,149,124,166,935,Middle School,Grade 9,Male,Player
4087.0,https://dxi4wb638ujep.cloudfront.net/1/k/q/1/q1bb1jzx1qc.png,Reid Rivers,Reid,Inazuma Eleven Ares,Justicia,DF,Wind,Lunar Prime Academy,121,126,128,138,144,124,156,937,Middle School,Grade 8,Male,Player
4088.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/d/hdw6ycvlyj0.png,Willow Proude,Willow,Inazuma Eleven Ares,Afinidad,MF,Mountain,Lunar Prime Academy,141,152,149,123,124,113,135,937,Middle School,Grade 8,Male,Player
4089.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/3/v3piprwp_cc.png,Wolfe Redwood,Wolfe,Inazuma Eleven Ares,Brecha,MF,Mountain,Lunar Prime Academy,135,158,159,119,113,113,141,938,Middle School,Grade 9,Male,Player
4090.0,https://dxi4wb638ujep.cloudfront.net/1/k/k/f/kf-deuwtsv0.png,Raven Vale,Raven,Inazuma Eleven Ares,Tensión,MF,Forest,Lunar Prime Academy,141,152,149,123,124,113,135,937,Middle School,Grade 8,Male,Player
4091.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/-/m-5fq3i_xp0.png,Heath Moore,Moore,Inazuma Eleven Ares,Contraataque,FW,Fire,Lunar Prime Academy,159,156,142,127,123,119,140,966,Middle School,Grade 8,Male,Player
4092.0,https://dxi4wb638ujep.cloudfront.net/1/k/1/y/1ysx6mjhk8s.png,Leif Bolt,Bolt,Inazuma Eleven Ares,Tensión,FW,Fire,Lunar Prime Academy,156,152,138,123,120,113,135,937,Middle School,Grade 8,Male,Player
4093.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/a/vaicrapkmvk.png,Lucian Skye,Skye,Inazuma Eleven Ares,Juego Sucio,MF,Forest,Lunar Prime Academy,141,152,149,123,124,113,135,937,Middle School,Grade 8,Male,Player
4094.0,https://dxi4wb638ujep.cloudfront.net/1/k/e/y/ey5j8_pwhcm.png,Solren Dawnwright,Solren,Inazuma Eleven Ares,Tensión,GK,Mountain,Lunar Prime Academy,119,130,123,133,144,152,131,932,Middle School,Grade 9,Male,Player
4095.0,https://dxi4wb638ujep.cloudfront.net/1/k/c/t/ct-_smdckam.png,Elior March,Elior,Inazuma Eleven Ares,Juego Sucio,DF,Wind,Lunar Prime Academy,121,126,128,138,144,124,156,937,Middle School,Grade 7,0,Player
4096.0,https://dxi4wb638ujep.cloudfront.net/1/k/t/7/t7pe_z7mjpk.png,Raylon Highmoor,Raylon,Inazuma Eleven Ares,Tensión,MF,Wind,Lunar Prime Academy,141,152,149,123,124,113,135,937,Middle School,Grade 7,0,Player
4097.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/u/nusrseou8ju.png,Fedrin Fennley,Fedrin,Inazuma Eleven Ares,Juego Sucio,DF,Forest,Lunar Prime Academy,121,126,128,138,144,124,156,937,Middle School,Grade 8,0,Player
4098.0,https://dxi4wb638ujep.cloudfront.net/1/k/k/s/kskij9rdhe8.png,Curt Gale,Curt,Inazuma Eleven Ares,Justicia,MF,Fire,Lunar Prime Academy,135,156,158,116,113,113,140,931,Adult,-,Male,Manager
4099.0,https://dxi4wb638ujep.cloudfront.net/1/k/c/7/c7wirtsod28.png,Knox Loxley,Knox,Inazuma Eleven Ares,Afinidad,GK,Fire,Rampart Junior High,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
4100.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/t/strvlsbhiac.png,Björn Brocken,Brocken,Inazuma Eleven Ares,Justicia,DF,Mountain,Rampart Junior High,114,119,116,142,148,121,165,925,Middle School,Grade 9,Male,Player
4101.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/-/w-spzdkkrpk.png,Lunk Ironbrow,Lunk,Inazuma Eleven Ares,Justicia,DF,Mountain,Rampart Junior High,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
4102.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/f/ufrtda2iuvk.png,Hefton Bulk,Bulk,Inazuma Eleven Ares,Afinidad,DF,Mountain,Rampart Junior High,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
4103.0,https://dxi4wb638ujep.cloudfront.net/1/k/z/t/ztbd8s00ufu.png,Barry Cade,Barry,Inazuma Eleven Ares,Tensión,DF,Mountain,Rampart Junior High,120,123,127,135,142,123,155,925,Middle School,Grade 9,Male,Player
4104.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/3/l3aywlqy5cm.png,Rick Wall,Rick,Inazuma Eleven Ares,Tensión,MF,Forest,Rampart Junior High,140,152,147,121,123,113,135,931,Middle School,Grade 8,Male,Player
4105.0,https://dxi4wb638ujep.cloudfront.net/1/k/2/r/2rp6gerskju.png,Ivor Shield,Ivor,Inazuma Eleven Ares,Justicia,MF,Mountain,Rampart Junior High,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
4106.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/y/fy5hj4l6m88.png,Rocky Hardcastle,Rocky,Inazuma Eleven Ares,Contraataque,MF,Wind,Rampart Junior High,140,152,147,121,123,113,135,931,Middle School,Grade 9,Male,Player
4107.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/7/d7aomt99pp0.png,Waldo Gibbons,Waldo,Inazuma Eleven Ares,Afinidad,FW,Fire,Rampart Junior High,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
4108.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/5/h5-bnh3wj68.png,Sebastian Fortwright,Fortwright,Inazuma Eleven Ares,Tensión,MF,Forest,Rampart Junior High,135,156,158,116,113,113,140,931,Middle School,Grade 9,Male,Player
4109.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/w/nwdue8ce8am.png,Iggy Motte,Iggy,Inazuma Eleven Ares,Contraataque,FW,Wind,Rampart Junior High,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
4110.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/8/m8iaypupx6s.png,Jack Wallside,Wallside,Inazuma Eleven Ares,Justicia,DF,Mountain,Rampart Junior High,126,131,133,142,147,127,159,965,Middle School,Grade 8,Male,Player
4111.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/u/9u571wi16je.png,Corbin Brickham,Corbin,Inazuma Eleven Ares,Tensión,DF,Fire,Rampart Junior High,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
4112.0,https://dxi4wb638ujep.cloudfront.net/1/k/_/1/_1-nbpaz_pe.png,Helena Harwood,Helena,Inazuma Eleven Ares,Tensión,GK,Wind,Rampart Junior High,117,128,120,135,141,145,128,914,Middle School,Grade 7,Female,Player
4113.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/d/odpg2w8js8s.png,Dane Upchurch,Dane,Inazuma Eleven Ares,Tensión,FW,Mountain,Rampart Junior High,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
4114.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/y/uyszlljrncc.png,Warden Watchford,Warden,Inazuma Eleven Ares,Justicia,MF,Forest,Rampart Junior High,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
4115.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/q/hqqxvp0fni8.png,Fortnum Pile,Pile,Inazuma Eleven Ares,Juego Sucio,GK,Fire,Rampart Junior High,117,128,120,135,141,145,128,914,Adult,-,Male,Manager
4116.0,https://dxi4wb638ujep.cloudfront.net/1/k/q/4/q4bq4ws_g7u.png,Skinner Lankley,Skinner,Inazuma Eleven Ares,Brecha,FW,Mountain,Rampart Junior High,165,156,142,116,113,113,124,929,Adult,-,Male,Coach
4117.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/6/v6vpkc3nq3u.png,Bastiana Chateau,Bastiana,Inazuma Eleven Ares,Brecha,DF,Forest,Rampart Junior High,120,123,127,135,142,123,155,925,Middle School,Grade 9,Female,Coordinator
4118.0,https://dxi4wb638ujep.cloudfront.net/1/k/b/j/bjb4ky4xjv8.png,Trice Topper,Trice,Inazuma Eleven Ares,Afinidad,GK,Fire,Kirkwood,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
4119.0,https://dxi4wb638ujep.cloudfront.net/1/k/7/m/7m4n3vn5wpm.png,Malcolm Night,Night,Inazuma Eleven Ares,Brecha,DF,Fire,Kirkwood,114,121,119,142,149,124,166,935,Middle School,Grade 9,Male,Player
4120.0,https://dxi4wb638ujep.cloudfront.net/1/k/k/o/kojsaqrd78k.png,Alfred Meenan,Meenan,Inazuma Eleven Ares,Justicia,DF,Forest,Kirkwood,114,121,119,142,149,124,166,935,Middle School,Grade 8,Male,Player
4121.0,https://dxi4wb638ujep.cloudfront.net/1/k/-/k/-k20rdohcdm.png,Dan Mirthful,Mirthful,Inazuma Eleven Ares,Juego Sucio,DF,Forest,Kirkwood,114,119,116,142,148,121,165,925,Middle School,Grade 9,Male,Player
4122.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/m/pmhvgiobxwk.png,Ricky Clover,Clover,Inazuma Eleven Ares,Contraataque,DF,Mountain,Kirkwood,114,119,116,142,148,121,165,925,Middle School,Grade 9,Male,Player
4123.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/k/hkcycjhsqce.png,Toby Damian,Damian,Inazuma Eleven Ares,Tensión,MF,Wind,Kirkwood,135,156,158,116,113,113,140,931,Middle School,Grade 9,Male,Player
4124.0,https://dxi4wb638ujep.cloudfront.net/1/k/q/m/qmt5xcho9vs.png,York Nashmith,Nashmith,Inazuma Eleven Ares,Brecha,MF,Forest,Kirkwood,135,158,159,119,113,113,141,938,Middle School,Grade 8,Male,Player
4125.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/j/wjomibugipc.png,Zachary Moore,Moore,Inazuma Eleven Ares,Brecha,MF,Forest,Kirkwood,135,156,158,116,113,113,140,931,Middle School,Grade 9,Male,Player
4126.0,https://dxi4wb638ujep.cloudfront.net/1/k/z/o/zockkrqdmp8.png,Marvin Murdock,Marvin,Inazuma Eleven Ares,Justicia,FW,Fire,Kirkwood,166,158,142,119,113,113,126,937,Middle School,Grade 9,Male,Player
4127.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/a/oatfnumnlau.png,Thomas Murdock,Thomas,Inazuma Eleven Ares,Justicia,FW,Wind,Kirkwood,166,158,142,119,113,113,126,937,Middle School,Grade 9,Male,Player
4128.0,https://dxi4wb638ujep.cloudfront.net/1/k/q/h/qhqzjnelocu.png,Tyler Murdock,Tyler,Inazuma Eleven Ares,Brecha,FW,Mountain,Kirkwood,166,158,142,119,113,113,126,937,Middle School,Grade 9,Male,Player
4129.0,https://dxi4wb638ujep.cloudfront.net/1/k/5/h/5h_rz2fvtjm.png,Axel Blaze,Axel,Inazuma Eleven Ares,Justicia,FW,Fire,Kirkwood,169,161,147,123,119,119,130,968,Middle School,Grade 9,Male,Player
4130.0,https://dxi4wb638ujep.cloudfront.net/1/k/b/l/bl_tp-yal80.png,Hilary Prentice,Hilary,Inazuma Eleven Ares,Afinidad,MF,Wind,Kirkwood,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
4131.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/q/dq4xhng2g60.png,Jodi Green,Green,Inazuma Eleven Ares,Afinidad,DF,Fire,Kirkwood,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
4132.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/b/obsfjtpe9xu.png,Seth Nichols,Nichols,Inazuma Eleven Ares,Justicia,DF,Wind,Kirkwood,114,119,116,142,148,121,165,925,Adult,-,Male,Manager
4133.0,https://dxi4wb638ujep.cloudfront.net/1/k/5/z/5zj4qascod0.png,Lynn Tambelle,Tambelle,Inazuma Eleven Ares,Contraataque,DF,Forest,Kirkwood,114,119,116,142,148,121,165,925,Middle School,Grade 8,Female,Coordinator
4134.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/w/pwe9y4ojwju.png,Gideon Poe,Gideon,Inazuma Eleven Ares,Contraataque,GK,Fire,Brainwashing,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
4135.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/f/vfnihl7rfdk.png,Harry Leading,Leading,Inazuma Eleven Ares,Contraataque,DF,Wind,Brainwashing,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
4136.0,https://dxi4wb638ujep.cloudfront.net/1/k/e/3/e3wpmadrowm.png,Terry Stronger,Stronger,Inazuma Eleven Ares,Juego Sucio,DF,Fire,Brainwashing,114,119,116,142,148,121,165,925,Middle School,Grade 9,Male,Player
4137.0,https://dxi4wb638ujep.cloudfront.net/1/k/c/w/cwr1idp9t2m.png,Philip Marvel,Marvel,Inazuma Eleven Ares,Contraataque,DF,Mountain,Brainwashing,120,123,127,135,142,123,155,925,Middle School,Grade 9,Male,Player
4138.0,https://dxi4wb638ujep.cloudfront.net/1/k/t/-/t-gup8phafk.png,Noel Good,Good,Inazuma Eleven Ares,Tensión,DF,Mountain,Brainwashing,120,123,127,135,142,123,155,925,Middle School,Grade 9,Male,Player
4139.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/r/nrdhchcp1lu.png,Electra Faraday,Faraday,Inazuma Eleven Ares,Afinidad,MF,Wind,Brainwashing,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
4140.0,https://dxi4wb638ujep.cloudfront.net/1/k/8/5/85yaxe61yw8.png,Francis Tell,Tell,Inazuma Eleven Ares,Juego Sucio,MF,Forest,Brainwashing,140,152,147,121,123,113,135,931,Middle School,Grade 9,Male,Player
4141.0,https://dxi4wb638ujep.cloudfront.net/1/k/i/t/itnyat5x_pu.png,Darren Gouger,Darren,Inazuma Eleven Ares,Juego Sucio,MF,Mountain,Brainwashing,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
4142.0,https://dxi4wb638ujep.cloudfront.net/1/k/5/7/5785tsftsa8.png,Jonathan Seller,Seller,Inazuma Eleven Ares,Tensión,FW,Wind,Brainwashing,166,158,142,119,113,113,126,937,Middle School,Grade 9,Male,Player
4143.0,https://dxi4wb638ujep.cloudfront.net/1/k/x/t/xtn03twkz2c.png,Victor Kind,Kind,Inazuma Eleven Ares,Justicia,MF,Forest,Brainwashing,140,152,147,121,123,113,135,931,Middle School,Grade 9,Male,Player
4144.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/7/m7wvasweef0.png,Neil Turner,Turner,Inazuma Eleven Ares,Brecha,FW,Fire,Brainwashing,156,152,138,123,120,113,135,937,Middle School,Grade 9,Male,Player
4145.0,https://dxi4wb638ujep.cloudfront.net/1/k/i/b/ib4z9lk4juc.png,Des Pott,Pott,Inazuma Eleven Ares,Contraataque,MF,Fire,Brainwashing,140,152,147,121,123,113,135,931,Adult,-,Male,Manager
4146.0,https://dxi4wb638ujep.cloudfront.net/1/k/8/x/8xhbmojaer0.png,Jethro Mackin,Mackin,Inazuma Eleven Ares,Tensión,MF,Wind,Brainwashing,140,152,147,121,123,113,135,931,Middle School,Grade 8,Male,Coordinator
4147.0,https://dxi4wb638ujep.cloudfront.net/1/k/z/v/zvcri20mvwk.png,Joseph King,King,Inazuma Eleven Ares,Brecha,GK,Fire,Royal Academy,126,135,127,137,147,155,135,962,Middle School,Grade 9,Male,Player
4148.0,https://dxi4wb638ujep.cloudfront.net/1/k/i/o/ioq_2un-3f8.png,Peter Drent,Drent,Inazuma Eleven Ares,Tensión,DF,Mountain,Royal Academy,121,126,128,138,144,124,156,937,Middle School,Grade 9,Male,Player
4149.0,https://dxi4wb638ujep.cloudfront.net/1/k/g/j/gjxjyn1syd8.png,Ben Simmons,Simmons,Inazuma Eleven Ares,Afinidad,DF,Forest,Royal Academy,114,121,119,142,149,124,166,935,Middle School,Grade 9,Male,Player
4150.0,https://dxi4wb638ujep.cloudfront.net/1/k/r/h/rhmc1ytofwu.png,Alan Master,Master,Inazuma Eleven Ares,Afinidad,MF,Wind,Royal Academy,135,158,159,119,113,113,141,938,Middle School,Grade 8,Male,Player
4151.0,https://dxi4wb638ujep.cloudfront.net/1/k/x/o/xof3mvmgqqk.png,Gus Martin,Martin,Inazuma Eleven Ares,Afinidad,DF,Forest,Royal Academy,121,127,128,138,145,124,156,939,Middle School,Grade 9,Male,Player
4152.0,https://dxi4wb638ujep.cloudfront.net/1/k/a/m/am0wlqaahjm.png,Herman Waldon,Waldon,Inazuma Eleven Ares,Tensión,MF,Wind,Royal Academy,135,158,159,119,113,113,141,938,Middle School,Grade 9,Male,Player
4153.0,https://dxi4wb638ujep.cloudfront.net/1/k/0/m/0mlo6dd4gck.png,John Bloom,Bloom,Inazuma Eleven Ares,Justicia,MF,Fire,Royal Academy,135,158,159,119,113,113,141,938,Middle School,Grade 9,Male,Player
4154.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/k/fk6vxilcnvm.png,Derek Swing,Swing,Inazuma Eleven Ares,Afinidad,MF,Wind,Royal Academy,135,158,159,119,113,113,141,938,Middle School,Grade 8,Male,Player
4155.0,https://dxi4wb638ujep.cloudfront.net/1/k/r/m/rmhinjslsds.png,Daniel Hatch,Hatch,Inazuma Eleven Ares,Contraataque,FW,Forest,Royal Academy,156,152,138,123,120,113,135,937,Middle School,Grade 9,Male,Player
